27-02-2025 13:13:56:011 | WARNING | mod_generator | File access: User 'Ana' accessed /var/log/auth.log
27-02-2025 13:26:34:220 | INFO | mod_generator | Successful login for user 'Maria' from IP 203.0.113.4
27-02-2025 13:26:35:730 | WARNING | mod_generator | File access: User 'Pedro' accessed /var/log/syslog.log
27-02-2025 13:26:39:386 | INFO | mod_generator | Successful login for user 'Joana' from IP 198.168.1.98
27-02-2025 13:26:42:215 | WARNING | mod_generator | Port scan detected from IP 198.168.1.98 targeting sensitive ports
27-02-2025 13:26:47:168 | WARNING | mod_generator | File access: User 'admin' accessed /var/log/auth.log
27-02-2025 13:26:49:423 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 10.0.0.2
27-02-2025 13:26:52:772 | WARNING | mod_generator | File access: User 'admin' accessed /var/log/secure.log
27-02-2025 13:26:55:238 | INFO | mod_generator | Successful login for user 'Maria' from IP 203.0.113.4
27-02-2025 13:26:56:897 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:27:01:412 | WARNING | mod_generator | Port scan detected from IP 198.51.100.5 targeting sensitive ports
27-02-2025 13:27:02:769 | INFO | mod_generator | Successful login for user 'Carla' from IP 203.0.113.4
27-02-2025 13:27:06:334 | WARNING | mod_generator | File access: User 'Maria' accessed /var/log/secure.log
27-02-2025 13:27:08:800 | INFO | mod_generator | Successful login for user 'Rui' from IP 198.51.100.5
27-02-2025 13:27:12:019 | WARNING | mod_generator | File access: User 'Pedro' accessed /var/log/secure.log
27-02-2025 13:27:14:869 | ERROR | mod_generator | Failed login attempt for user 'Pedro' from IP 192.168.1.1
27-02-2025 13:27:18:694 | ERROR | mod_generator | Failed login attempt for user 'Maria' from IP 198.168.1.98
27-02-2025 13:27:21:073 | ERROR | mod_generator | Failed login attempt for user 'Bruno' from IP 192.168.1.1
27-02-2025 13:27:23:037 | ERROR | mod_generator | Failed login attempt for user 'Ana' from IP 198.168.1.98
27-02-2025 13:27:27:846 | WARNING | mod_generator | Port scan detected from IP 192.168.1.1 targeting sensitive ports
27-02-2025 13:27:31:120 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 10.0.0.2
27-02-2025 13:27:33:557 | INFO | mod_generator | Successful login for user 'Ana' from IP 198.51.100.5
27-02-2025 13:27:35:261 | WARNING | mod_generator | Port scan detected from IP 198.51.100.5 targeting sensitive ports
27-02-2025 13:27:37:746 | ERROR | mod_generator | Failed login attempt for user 'Joaquim' from IP 198.168.1.98
27-02-2025 13:27:40:608 | INFO | mod_generator | Successful login for user 'Tiago' from IP 172.16.0.12
27-02-2025 13:27:42:347 | ERROR | mod_generator | Failed login attempt for user 'Joana' from IP 198.51.100.5
27-02-2025 13:27:46:147 | WARNING | mod_generator | File access: User 'Maria' accessed /var/log/syslog.log
27-02-2025 13:27:48:263 | INFO | mod_generator | Successful login for user 'Joana' from IP 198.168.1.98
27-02-2025 13:27:52:230 | INFO | mod_generator | Successful login for user 'Tiago' from IP 172.16.0.3
27-02-2025 13:27:54:785 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:27:57:654 | ERROR | mod_generator | Failed login attempt for user 'Carla' from IP 198.168.1.98
27-02-2025 13:27:59:002 | INFO | mod_generator | Successful login for user 'Ana' from IP 192.168.1.1
27-02-2025 13:28:03:937 | INFO | mod_generator | Successful login for user 'Ana' from IP 172.16.0.3
27-02-2025 13:28:07:075 | WARNING | mod_generator | File access: User 'Carla' accessed /var/log/auth.log
27-02-2025 13:28:10:342 | INFO | mod_generator | Successful login for user 'Pedro' from IP 198.168.1.98
27-02-2025 13:28:11:595 | INFO | mod_generator | Successful login for user 'Rui' from IP 198.168.1.98
27-02-2025 13:28:14:321 | WARNING | mod_generator | Port scan detected from IP 198.51.100.5 targeting sensitive ports
27-02-2025 13:28:16:804 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 203.0.113.4
27-02-2025 13:28:18:129 | WARNING | mod_generator | File access: User 'Pedro' accessed /var/log/secure.log
27-02-2025 13:28:19:154 | INFO | mod_generator | Successful login for user 'Bruno' from IP 172.16.0.3
27-02-2025 13:28:20:268 | INFO | mod_generator | Successful login for user 'admin' from IP 10.0.0.2
27-02-2025 13:28:23:409 | WARNING | mod_generator | Port scan detected from IP 203.0.113.4 targeting sensitive ports
27-02-2025 13:28:25:486 | WARNING | mod_generator | Port scan detected from IP 198.51.100.5 targeting sensitive ports
27-02-2025 13:28:26:506 | WARNING | mod_generator | File access: User 'Ana' accessed /var/log/syslog.log
27-02-2025 13:28:28:433 | WARNING | mod_generator | Port scan detected from IP 192.168.1.1 targeting sensitive ports
27-02-2025 13:28:31:407 | ERROR | mod_generator | Failed login attempt for user 'Maria' from IP 203.0.113.4
27-02-2025 13:28:34:837 | ERROR | mod_generator | Failed login attempt for user 'Bruno' from IP 198.51.100.5
27-02-2025 13:28:35:939 | INFO | mod_generator | Successful login for user 'Tiago' from IP 172.16.0.12
27-02-2025 13:28:39:555 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:28:42:181 | WARNING | mod_generator | Port scan detected from IP 203.0.113.4 targeting sensitive ports
27-02-2025 13:28:44:959 | WARNING | mod_generator | File access: User 'Ana' accessed /var/log/secure.log
27-02-2025 13:28:46:300 | CRITICAL | mod_generator | Malware detected! Type: Spyware, User: 'Joana', IP: 192.168.1.1
27-02-2025 13:28:50:222 | INFO | mod_generator | Successful login for user 'Tiago' from IP 172.16.0.3
27-02-2025 13:28:54:073 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/secure.log
27-02-2025 13:28:58:986 | WARNING | mod_generator | File access: User 'Bruno' accessed /var/log/secure.log
27-02-2025 13:29:03:933 | WARNING | mod_generator | File access: User 'Joaquim' accessed /var/log/auth.log
27-02-2025 13:29:08:370 | ERROR | mod_generator | Failed login attempt for user 'Carla' from IP 172.16.0.12
27-02-2025 13:29:11:133 | INFO | mod_generator | Successful login for user 'Rui' from IP 198.51.100.5
27-02-2025 13:29:13:927 | INFO | mod_generator | Successful login for user 'Maria' from IP 172.16.0.3
27-02-2025 13:29:18:137 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 198.51.100.5
27-02-2025 13:29:21:184 | CRITICAL | mod_generator | Malware detected! Type: Spyware, User: 'Pedro', IP: 198.51.100.5
27-02-2025 13:29:23:251 | WARNING | mod_generator | File access: User 'Pedro' accessed /var/log/syslog.log
27-02-2025 13:29:24:490 | INFO | mod_generator | Successful login for user 'Maria' from IP 203.0.113.4
27-02-2025 13:29:26:619 | INFO | mod_generator | Successful login for user 'Bruno' from IP 172.16.0.12
27-02-2025 13:29:31:062 | WARNING | mod_generator | Port scan detected from IP 198.168.1.98 targeting sensitive ports
27-02-2025 13:29:35:060 | CRITICAL | mod_generator | Malware detected! Type: Spyware, User: 'Maria', IP: 192.168.1.1
27-02-2025 13:29:39:897 | INFO | mod_generator | Successful login for user 'Bruno' from IP 172.16.0.12
27-02-2025 13:29:42:490 | INFO | mod_generator | Successful login for user 'Tiago' from IP 10.0.0.2
27-02-2025 13:29:44:424 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/syslog.log
27-02-2025 13:29:49:245 | INFO | mod_generator | Successful login for user 'Ana' from IP 198.168.1.98
27-02-2025 13:29:53:877 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/secure.log
27-02-2025 13:29:58:864 | CRITICAL | mod_generator | Malware detected! Type: Worm, User: 'Ana', IP: 10.0.0.2
27-02-2025 13:30:03:750 | INFO | mod_generator | Successful login for user 'admin' from IP 203.0.113.4
27-02-2025 13:30:05:827 | INFO | mod_generator | Successful login for user 'Pedro' from IP 172.16.0.3
27-02-2025 13:30:09:451 | ERROR | mod_generator | Failed login attempt for user 'Joaquim' from IP 198.168.1.98
27-02-2025 13:30:13:457 | INFO | mod_generator | Successful login for user 'Joana' from IP 10.0.0.2
27-02-2025 13:30:18:054 | WARNING | mod_generator | File access: User 'Bruno' accessed /var/log/syslog.log
27-02-2025 13:30:19:945 | ERROR | mod_generator | Failed login attempt for user 'Ana' from IP 198.168.1.98
27-02-2025 13:30:21:203 | INFO | mod_generator | Successful login for user 'Ana' from IP 198.51.100.5
27-02-2025 13:30:23:529 | CRITICAL | mod_generator | Malware detected! Type: Spyware, User: 'Joaquim', IP: 172.16.0.3
27-02-2025 13:30:27:064 | WARNING | mod_generator | File access: User 'Joaquim' accessed /var/log/syslog.log
27-02-2025 13:30:31:470 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:30:35:914 | INFO | mod_generator | Successful login for user 'Bruno' from IP 198.168.1.98
27-02-2025 13:30:40:181 | INFO | mod_generator | Successful login for user 'Tiago' from IP 198.51.100.5
27-02-2025 13:30:42:028 | INFO | mod_generator | Successful login for user 'Bruno' from IP 203.0.113.4
27-02-2025 13:30:44:160 | INFO | mod_generator | Successful login for user 'Carla' from IP 198.51.100.5
27-02-2025 13:30:45:411 | INFO | mod_generator | Successful login for user 'Maria' from IP 192.168.1.1
27-02-2025 13:30:49:952 | INFO | mod_generator | Successful login for user 'Carla' from IP 10.0.0.2
27-02-2025 13:30:52:042 | INFO | mod_generator | Successful login for user 'Ana' from IP 172.16.0.3
27-02-2025 13:30:53:707 | WARNING | mod_generator | File access: User 'Maria' accessed /var/log/secure.log
27-02-2025 13:30:54:833 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/auth.log
27-02-2025 13:30:57:310 | INFO | mod_generator | Successful login for user 'Carla' from IP 172.16.0.3
27-02-2025 13:30:59:906 | WARNING | mod_generator | Port scan detected from IP 198.51.100.5 targeting sensitive ports
27-02-2025 13:31:04:209 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 172.16.0.12
27-02-2025 13:31:08:591 | WARNING | mod_generator | File access: User 'Pedro' accessed /var/log/auth.log
27-02-2025 13:31:13:510 | INFO | mod_generator | Successful login for user 'admin' from IP 172.16.0.12
27-02-2025 13:31:16:657 | INFO | mod_generator | Successful login for user 'Maria' from IP 203.0.113.4
27-02-2025 13:31:19:982 | INFO | mod_generator | Successful login for user 'Rui' from IP 172.16.0.3
27-02-2025 13:31:21:054 | INFO | mod_generator | Successful login for user 'Ana' from IP 172.16.0.12
27-02-2025 13:31:23:474 | WARNING | mod_generator | File access: User 'Maria' accessed /var/log/secure.log
27-02-2025 13:31:27:101 | WARNING | mod_generator | File access: User 'Rui' accessed /var/log/auth.log
27-02-2025 13:31:31:946 | WARNING | mod_generator | Port scan detected from IP 172.16.0.12 targeting sensitive ports
27-02-2025 13:31:33:224 | ERROR | mod_generator | Failed login attempt for user 'admin' from IP 198.168.1.98
27-02-2025 13:31:36:063 | WARNING | mod_generator | Port scan detected from IP 198.168.1.98 targeting sensitive ports
27-02-2025 13:31:38:909 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/syslog.log
27-02-2025 13:31:43:833 | WARNING | mod_generator | File access: User 'admin' accessed /var/log/syslog.log
27-02-2025 13:31:46:368 | WARNING | mod_generator | Port scan detected from IP 203.0.113.4 targeting sensitive ports
27-02-2025 13:31:49:276 | INFO | mod_generator | Successful login for user 'Tiago' from IP 172.16.0.3
27-02-2025 13:31:51:285 | INFO | mod_generator | Successful login for user 'Ana' from IP 172.16.0.3
27-02-2025 13:31:55:148 | INFO | mod_generator | Successful login for user 'Tiago' from IP 172.16.0.12
27-02-2025 13:31:56:787 | ERROR | mod_generator | Failed login attempt for user 'Tiago' from IP 198.51.100.5
27-02-2025 13:31:58:388 | WARNING | mod_generator | File access: User 'Tiago' accessed /var/log/secure.log
27-02-2025 13:32:02:869 | INFO | mod_generator | Successful login for user 'Bruno' from IP 198.51.100.5
27-02-2025 13:32:06:624 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/secure.log
27-02-2025 13:32:08:781 | WARNING | mod_generator | Port scan detected from IP 172.16.0.3 targeting sensitive ports
27-02-2025 13:32:13:150 | WARNING | mod_generator | Port scan detected from IP 172.16.0.3 targeting sensitive ports
27-02-2025 13:32:16:558 | INFO | mod_generator | Successful login for user 'admin' from IP 10.0.0.2
27-02-2025 13:32:17:984 | ERROR | mod_generator | Failed login attempt for user 'Pedro' from IP 172.16.0.3
27-02-2025 13:32:19:826 | WARNING | mod_generator | Port scan detected from IP 172.16.0.3 targeting sensitive ports
27-02-2025 13:32:24:121 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 203.0.113.4
27-02-2025 13:32:27:051 | INFO | mod_generator | Successful login for user 'Tiago' from IP 203.0.113.4
27-02-2025 13:32:31:296 | WARNING | mod_generator | File access: User 'Rui' accessed /var/log/auth.log
27-02-2025 13:32:33:550 | INFO | mod_generator | Successful login for user 'Carla' from IP 192.168.1.1
27-02-2025 13:32:35:736 | INFO | mod_generator | Successful login for user 'Ana' from IP 172.16.0.3
27-02-2025 13:32:40:308 | INFO | mod_generator | Successful login for user 'admin' from IP 172.16.0.3
27-02-2025 13:32:44:972 | WARNING | mod_generator | File access: User 'Carla' accessed /var/log/syslog.log
27-02-2025 13:32:47:579 | ERROR | mod_generator | Failed login attempt for user 'Carla' from IP 172.16.0.3
27-02-2025 13:32:49:383 | INFO | mod_generator | Successful login for user 'Ana' from IP 172.16.0.12
27-02-2025 13:32:52:175 | INFO | mod_generator | Successful login for user 'Tiago' from IP 10.0.0.2
27-02-2025 13:32:54:210 | CRITICAL | mod_generator | Malware detected! Type: Ransomware, User: 'Carla', IP: 10.0.0.2
27-02-2025 13:32:55:785 | WARNING | mod_generator | Port scan detected from IP 203.0.113.4 targeting sensitive ports
27-02-2025 13:32:57:622 | INFO | mod_generator | Successful login for user 'Joana' from IP 198.51.100.5
27-02-2025 13:33:00:258 | WARNING | mod_generator | Port scan detected from IP 198.168.1.98 targeting sensitive ports
27-02-2025 13:33:02:667 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:33:06:119 | WARNING | mod_generator | File access: User 'Tiago' accessed /var/log/syslog.log
27-02-2025 13:33:10:133 | INFO | mod_generator | Successful login for user 'Tiago' from IP 172.16.0.3
27-02-2025 13:33:13:532 | INFO | mod_generator | Successful login for user 'Ana' from IP 172.16.0.12
27-02-2025 13:33:17:475 | INFO | mod_generator | Successful login for user 'Pedro' from IP 172.16.0.3
27-02-2025 13:33:22:416 | INFO | mod_generator | Successful login for user 'Rui' from IP 10.0.0.2
27-02-2025 13:33:25:864 | INFO | mod_generator | Successful login for user 'Ana' from IP 198.168.1.98
27-02-2025 13:33:30:489 | WARNING | mod_generator | File access: User 'Rui' accessed /var/log/secure.log
27-02-2025 13:33:32:479 | WARNING | mod_generator | File access: User 'Tiago' accessed /var/log/syslog.log
27-02-2025 13:33:34:763 | INFO | mod_generator | Successful login for user 'admin' from IP 172.16.0.12
27-02-2025 13:33:36:906 | CRITICAL | mod_generator | Malware detected! Type: Spyware, User: 'Carla', IP: 172.16.0.3
27-02-2025 13:33:40:645 | WARNING | mod_generator | File access: User 'Bruno' accessed /var/log/syslog.log
27-02-2025 13:33:41:955 | INFO | mod_generator | Successful login for user 'Pedro' from IP 192.168.1.1
27-02-2025 13:33:43:785 | INFO | mod_generator | Successful login for user 'Maria' from IP 192.168.1.1
27-02-2025 13:33:44:803 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/auth.log
27-02-2025 13:33:45:936 | INFO | mod_generator | Successful login for user 'admin' from IP 192.168.1.1
27-02-2025 13:33:47:773 | INFO | mod_generator | Successful login for user 'Ana' from IP 203.0.113.4
27-02-2025 13:33:51:277 | INFO | mod_generator | Successful login for user 'Pedro' from IP 172.16.0.3
27-02-2025 13:33:52:428 | INFO | mod_generator | Successful login for user 'Rui' from IP 198.168.1.98
27-02-2025 13:33:56:319 | WARNING | mod_generator | Port scan detected from IP 203.0.113.4 targeting sensitive ports
27-02-2025 13:34:00:713 | WARNING | mod_generator | File access: User 'Maria' accessed /var/log/auth.log
27-02-2025 13:34:02:512 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 198.51.100.5
27-02-2025 13:34:07:089 | WARNING | mod_generator | File access: User 'Rui' accessed /var/log/syslog.log
27-02-2025 13:34:10:891 | INFO | mod_generator | Successful login for user 'Maria' from IP 172.16.0.12
27-02-2025 13:34:15:125 | ERROR | mod_generator | Failed login attempt for user 'Carla' from IP 172.16.0.3
27-02-2025 13:34:18:743 | WARNING | mod_generator | Port scan detected from IP 172.16.0.3 targeting sensitive ports
27-02-2025 13:34:21:535 | INFO | mod_generator | Successful login for user 'Tiago' from IP 198.51.100.5
27-02-2025 13:34:25:983 | WARNING | mod_generator | File access: User 'Tiago' accessed /var/log/secure.log
27-02-2025 13:34:28:145 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/secure.log
27-02-2025 13:34:32:559 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/auth.log
27-02-2025 13:34:35:736 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:34:40:636 | WARNING | mod_generator | File access: User 'Carla' accessed /var/log/auth.log
27-02-2025 13:34:42:240 | INFO | mod_generator | Successful login for user 'Bruno' from IP 172.16.0.3
27-02-2025 13:34:43:785 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:34:45:630 | INFO | mod_generator | Successful login for user 'Bruno' from IP 10.0.0.2
27-02-2025 13:34:48:659 | CRITICAL | mod_generator | Malware detected! Type: Adware, User: 'Carla', IP: 192.168.1.1
27-02-2025 13:34:50:816 | ERROR | mod_generator | Failed login attempt for user 'Joaquim' from IP 198.51.100.5
27-02-2025 13:34:54:333 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:34:58:702 | WARNING | mod_generator | Port scan detected from IP 203.0.113.4 targeting sensitive ports
27-02-2025 13:34:59:795 | WARNING | mod_generator | File access: User 'Pedro' accessed /var/log/secure.log
27-02-2025 13:35:02:531 | WARNING | mod_generator | Port scan detected from IP 203.0.113.4 targeting sensitive ports
27-02-2025 13:35:04:231 | INFO | mod_generator | Successful login for user 'admin' from IP 198.168.1.98
27-02-2025 13:35:07:829 | WARNING | mod_generator | File access: User 'Maria' accessed /var/log/secure.log
27-02-2025 13:35:10:233 | ERROR | mod_generator | Failed login attempt for user 'Bruno' from IP 192.168.1.1
27-02-2025 13:35:14:118 | CRITICAL | mod_generator | Malware detected! Type: Trojan, User: 'Maria', IP: 203.0.113.4
27-02-2025 13:35:16:438 | INFO | mod_generator | Successful login for user 'admin' from IP 192.168.1.1
27-02-2025 13:35:19:185 | INFO | mod_generator | Successful login for user 'Ana' from IP 172.16.0.12
27-02-2025 13:35:21:673 | WARNING | mod_generator | Port scan detected from IP 172.16.0.3 targeting sensitive ports
27-02-2025 13:35:25:323 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/auth.log
27-02-2025 13:35:27:641 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 10.0.0.2
27-02-2025 13:35:31:474 | WARNING | mod_generator | File access: User 'Joaquim' accessed /var/log/auth.log
27-02-2025 13:35:33:415 | CRITICAL | mod_generator | Malware detected! Type: Trojan, User: 'Bruno', IP: 198.51.100.5
27-02-2025 13:35:37:693 | INFO | mod_generator | Successful login for user 'Maria' from IP 198.51.100.5
27-02-2025 13:35:40:001 | INFO | mod_generator | Successful login for user 'Ana' from IP 192.168.1.1
27-02-2025 13:35:43:640 | WARNING | mod_generator | Port scan detected from IP 192.168.1.1 targeting sensitive ports
27-02-2025 13:35:47:482 | INFO | mod_generator | Successful login for user 'Bruno' from IP 198.168.1.98
27-02-2025 13:35:52:441 | WARNING | mod_generator | File access: User 'Carla' accessed /var/log/auth.log
27-02-2025 13:35:54:078 | WARNING | mod_generator | File access: User 'Ana' accessed /var/log/auth.log
27-02-2025 13:35:57:438 | CRITICAL | mod_generator | Malware detected! Type: Spyware, User: 'Pedro', IP: 172.16.0.12
27-02-2025 13:36:02:363 | ERROR | mod_generator | Failed login attempt for user 'Ana' from IP 10.0.0.2
27-02-2025 13:36:04:291 | WARNING | mod_generator | Port scan detected from IP 203.0.113.4 targeting sensitive ports
27-02-2025 13:36:05:366 | ERROR | mod_generator | Failed login attempt for user 'Maria' from IP 198.168.1.98
27-02-2025 13:36:09:643 | INFO | mod_generator | Successful login for user 'Pedro' from IP 198.51.100.5
27-02-2025 13:36:10:815 | ERROR | mod_generator | Failed login attempt for user 'Joaquim' from IP 172.16.0.3
27-02-2025 13:36:15:640 | INFO | mod_generator | Successful login for user 'Tiago' from IP 172.16.0.3
27-02-2025 13:36:19:060 | INFO | mod_generator | Successful login for user 'Carla' from IP 198.168.1.98
27-02-2025 13:36:23:047 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/secure.log
27-02-2025 13:36:26:482 | INFO | mod_generator | Successful login for user 'Carla' from IP 198.51.100.5
27-02-2025 13:36:30:912 | CRITICAL | mod_generator | Malware detected! Type: Trojan, User: 'Ana', IP: 172.16.0.3
27-02-2025 13:36:34:872 | INFO | mod_generator | Successful login for user 'Joana' from IP 198.168.1.98
27-02-2025 13:36:36:826 | ERROR | mod_generator | Failed login attempt for user 'Joana' from IP 10.0.0.2
27-02-2025 13:36:41:464 | WARNING | mod_generator | File access: User 'Joaquim' accessed /var/log/syslog.log
27-02-2025 13:36:45:170 | WARNING | mod_generator | File access: User 'Tiago' accessed /var/log/auth.log
27-02-2025 13:36:48:580 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/secure.log
27-02-2025 13:36:50:815 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 192.168.1.1
27-02-2025 13:36:53:149 | WARNING | mod_generator | Port scan detected from IP 198.51.100.5 targeting sensitive ports
27-02-2025 13:36:55:169 | WARNING | mod_generator | Port scan detected from IP 198.51.100.5 targeting sensitive ports
27-02-2025 13:36:57:103 | INFO | mod_generator | Successful login for user 'admin' from IP 198.168.1.98
27-02-2025 13:36:59:455 | INFO | mod_generator | Successful login for user 'Tiago' from IP 172.16.0.12
27-02-2025 13:37:00:562 | INFO | mod_generator | Successful login for user 'Bruno' from IP 198.51.100.5
27-02-2025 13:37:03:071 | ERROR | mod_generator | Failed login attempt for user 'Maria' from IP 198.51.100.5
27-02-2025 13:37:05:878 | INFO | mod_generator | Successful login for user 'Ana' from IP 10.0.0.2
27-02-2025 13:37:07:610 | WARNING | mod_generator | File access: User 'admin' accessed /var/log/syslog.log
27-02-2025 13:37:10:283 | INFO | mod_generator | Successful login for user 'Joana' from IP 172.16.0.12
27-02-2025 13:37:14:487 | INFO | mod_generator | Successful login for user 'Tiago' from IP 192.168.1.1
27-02-2025 13:37:18:491 | INFO | mod_generator | Successful login for user 'Carla' from IP 10.0.0.2
27-02-2025 13:37:21:928 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:37:26:299 | CRITICAL | mod_generator | Malware detected! Type: Trojan, User: 'Tiago', IP: 192.168.1.1
27-02-2025 13:37:30:469 | WARNING | mod_generator | Port scan detected from IP 172.16.0.3 targeting sensitive ports
27-02-2025 13:37:34:211 | INFO | mod_generator | Successful login for user 'Rui' from IP 192.168.1.1
27-02-2025 13:37:39:171 | INFO | mod_generator | Successful login for user 'Maria' from IP 172.16.0.12
27-02-2025 13:37:44:133 | WARNING | mod_generator | File access: User 'Carla' accessed /var/log/auth.log
27-02-2025 13:37:45:937 | INFO | mod_generator | Successful login for user 'Carla' from IP 192.168.1.1
27-02-2025 13:37:47:368 | WARNING | mod_generator | Port scan detected from IP 192.168.1.1 targeting sensitive ports
27-02-2025 13:37:48:748 | INFO | mod_generator | Successful login for user 'Carla' from IP 198.168.1.98
27-02-2025 13:37:53:492 | INFO | mod_generator | Successful login for user 'Joana' from IP 172.16.0.12
27-02-2025 13:37:56:219 | ERROR | mod_generator | Failed login attempt for user 'Ana' from IP 192.168.1.1
27-02-2025 13:37:58:135 | INFO | mod_generator | Successful login for user 'Rui' from IP 172.16.0.12
27-02-2025 13:38:02:850 | ERROR | mod_generator | Failed login attempt for user 'Ana' from IP 10.0.0.2
27-02-2025 13:38:05:932 | WARNING | mod_generator | File access: User 'admin' accessed /var/log/syslog.log
27-02-2025 13:38:09:034 | ERROR | mod_generator | Failed login attempt for user 'Joana' from IP 198.51.100.5
27-02-2025 13:38:11:573 | INFO | mod_generator | Successful login for user 'Bruno' from IP 10.0.0.2
27-02-2025 13:38:14:231 | INFO | mod_generator | Successful login for user 'Ana' from IP 198.51.100.5
27-02-2025 13:38:17:135 | INFO | mod_generator | Successful login for user 'Carla' from IP 192.168.1.1
27-02-2025 13:38:21:186 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:38:22:847 | WARNING | mod_generator | File access: User 'Rui' accessed /var/log/auth.log
27-02-2025 13:38:24:449 | INFO | mod_generator | Successful login for user 'Maria' from IP 192.168.1.1
27-02-2025 13:38:26:351 | ERROR | mod_generator | Failed login attempt for user 'Carla' from IP 192.168.1.1
27-02-2025 13:38:29:999 | INFO | mod_generator | Successful login for user 'Maria' from IP 192.168.1.1
27-02-2025 13:38:33:600 | WARNING | mod_generator | Port scan detected from IP 198.168.1.98 targeting sensitive ports
27-02-2025 13:38:36:381 | INFO | mod_generator | Successful login for user 'admin' from IP 172.16.0.3
27-02-2025 13:38:40:105 | WARNING | mod_generator | Port scan detected from IP 192.168.1.1 targeting sensitive ports
27-02-2025 13:38:44:983 | INFO | mod_generator | Successful login for user 'Ana' from IP 192.168.1.1
27-02-2025 13:38:46:139 | INFO | mod_generator | Successful login for user 'Ana' from IP 198.51.100.5
27-02-2025 13:38:50:532 | INFO | mod_generator | Successful login for user 'Tiago' from IP 192.168.1.1
27-02-2025 13:38:53:285 | INFO | mod_generator | Successful login for user 'Bruno' from IP 172.16.0.12
27-02-2025 13:38:57:477 | INFO | mod_generator | Successful login for user 'Ana' from IP 198.51.100.5
27-02-2025 13:39:00:641 | WARNING | mod_generator | File access: User 'Pedro' accessed /var/log/syslog.log
27-02-2025 13:39:05:505 | INFO | mod_generator | Successful login for user 'Bruno' from IP 198.51.100.5
27-02-2025 13:39:08:824 | WARNING | mod_generator | Port scan detected from IP 192.168.1.1 targeting sensitive ports
27-02-2025 13:39:11:690 | WARNING | mod_generator | File access: User 'Pedro' accessed /var/log/syslog.log
27-02-2025 13:39:14:830 | INFO | mod_generator | Successful login for user 'Ana' from IP 198.51.100.5
27-02-2025 13:39:18:499 | WARNING | mod_generator | Port scan detected from IP 10.0.0.2 targeting sensitive ports
27-02-2025 13:39:22:459 | WARNING | mod_generator | Port scan detected from IP 172.16.0.12 targeting sensitive ports
27-02-2025 13:39:26:953 | INFO | mod_generator | Successful login for user 'Ana' from IP 203.0.113.4
27-02-2025 13:39:29:767 | WARNING | mod_generator | File access: User 'Pedro' accessed /var/log/secure.log
27-02-2025 13:39:31:795 | INFO | mod_generator | Successful login for user 'Carla' from IP 172.16.0.12
27-02-2025 13:39:35:244 | WARNING | mod_generator | File access: User 'Joana' accessed /var/log/secure.log
27-02-2025 13:39:39:959 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 198.168.1.98
27-02-2025 13:39:41:731 | ERROR | mod_generator | Failed login attempt for user 'Pedro' from IP 172.16.0.12
27-02-2025 13:39:46:305 | INFO | mod_generator | Successful login for user 'Joaquim' from IP 172.16.0.3
27-02-2025 13:39:47:831 | INFO | mod_generator | Successful login for user 'Rui' from IP 172.16.0.3
27-02-2025 13:39:51:499 | INFO | mod_generator | Successful login for user 'Rui' from IP 192.168.1.1
27-02-2025 13:39:54:090 | WARNING | mod_generator | File access: User 'Bruno' accessed /var/log/auth.log
